,,0:21,Player Movement > Sub Out > Away Player > Nani Falatea,,,
,,0:21,Player Movement > Sub In > Away Player > Sara Hamson,,,
,,0:16,Misc Stat > Assist > Dru Gylten,,,
BYU,4,0:13,2 Shaylee Gonzales > No Play Type > Foul,83,-,80
,,0:13,Player Movement > Sub Out > Home Player > Brynna Maxwell,,,
,,0:13,Player Movement > Sub In > Home Player > Kennady Mcqueen,,,
,,0:13,Player Movement > Sub Out > Away Player > Sara Hamson,,,
,,0:13,Player Movement > Sub Out > Home Player > Jenna Johnson,,,
,,0:13,Player Movement > Sub In > Away Player > Nani Falatea,,,
,,0:13,Player Movement > Sub In > Home Player > Ines Vieira,,,
,,0:07,Personal Foul > Defensive - Any > Kennady Mcqueen,,,
BYU,4,0:07,2 Shaylee Gonzales > Non Possession > Free Throw,84,-,80
,,0:07,Shot > Shaylee Gonzales > Free Throw > Made,,,
BYU,4,0:07,2 Shaylee Gonzales > Non Possession > Free Throw,85,-,80
,,0:07,Shot > Shaylee Gonzales > Free Throw > Made,,,
,,0:07,Time Event > Full Time Out > Home Team,,,
UT,4,0:02,5 Gianna Kneepkens > Spot-Up > Drives Right > Dribble Jumper > Long/3pt > Miss 3 Pts,85,-,80
,,0:02,Shot > Gianna Kneepkens > Any Type > 3 Point Attempt > Miss 3 Pts,,,
,,0:07,Player Movement > Sub Out > Home Player > Kennady Mcqueen,,,
,,0:07,Player Movement > Sub In > Home Player > Brynna Maxwell,,,
,,0:07,Player Movement > Sub Out > Home Player > Ines Vieira,,,
,,0:07,Player Movement > Sub In > Home Player > Jenna Johnson,,,
,,0:00,Misc Stat > Defensive Rebound > Maria Albiero,,,
